session_id,customer_id,session_date,traffic_source,device,country,landing_page,pages_viewed,session_duration_sec,is_bounce,is_converted
SESS0006317,,2024-05-02,paid_search,mobile,NL,/case-studies,14,1467,False,False
SESS0006318,CUST00214,2024-09-09,paid_social,desktop,CA,/case-studies,9,1717,False,False
SESS0006319,,2024-08-27,organic,mobile,DE,/case-studies,1,946,False,False
SESS0006320,CUST01385,2025-07-26,direct,mobile,UK,/demo,9,137,False,False
SESS0006321,,2025-11-16,direct,mobile,UK,/pricing,1,294,False,False
SESS0006322,,2025-12-13,referral,desktop,UK,/features,15,1065,False,False
SESS0006323,CUST00155,2024-06-29,referral,tablet,SE,/demo,7,1449,False,False
SESS0006324,,2024-04-21,paid_social,tablet,SE,/case-studies,5,404,False,False
SESS0006325,,2024-05-22,paid_social,desktop,DE,/blog,2,700,False,False
SESS0006326,,2025-04-12,direct,mobile,US,/pricing,12,1214,False,False
SESS0006327,,2024-06-29,organic,mobile,NL,/home,11,1335,False,False
SESS0006328,CUST00837,2026-01-21,paid_search,desktop,US,/demo,12,441,False,False
SESS0006329,CUST00235,2026-01-02,referral,mobile,FR,/pricing,4,681,False,False
SESS0006330,CUST00656,2026-01-17,email,mobile,CA,/home,1,406,False,False
SESS0006331,CUST00359,2025-02-01,email,mobile,AU,/demo,5,846,False,False
SESS0006332,,2024-05-31,direct,desktop,AU,/home,13,673,False,False
SESS0006333,CUST00151,2025-03-22,organic,desktop,CA,/contact,7,649,False,False
SESS0006334,,2025-11-19,email,desktop,FR,/pricing,11,1029,False,False
SESS0006335,CUST00206,2024-09-13,organic,mobile,UK,/features,9,125,False,False
SESS0006336,CUST00699,2025-10-03,referral,desktop,UK,/demo,6,1760,False,False
SESS0006337,CUST00109,2025-01-12,organic,desktop,US,/pricing,4,252,False,False
SESS0006338,,2026-04-02,paid_social,mobile,NL,/demo,3,764,False,False
SESS0006339,,2025-09-18,paid_social,tablet,UK,/case-studies,3,35,False,False
SESS0006340,CUST00168,2024-06-04,email,mobile,NL,/blog,1,694,False,False
SESS0006341,CUST01195,2025-12-29,paid_search,mobile,CA,/case-studies,8,199,False,False
SESS0006342,CUST00184,2024-07-01,direct,desktop,FR,/case-studies,9,1410,False,False
SESS0006343,CUST00909,2024-11-01,referral,desktop,UK,/home,11,1026,False,False
SESS0006344,CUST00972,2026-02-07,paid_search,tablet,US,/pricing,9,1524,False,False
SESS0006345,,2026-02-25,referral,desktop,CA,/case-studies,9,198,False,False
SESS0006346,CUST00190,2025-01-05,referral,desktop,FR,/home,5,1293,False,False
SESS0006347,CUST00952,2024-10-01,direct,mobile,CA,/pricing,13,638,False,False
SESS0006348,,2026-02-04,direct,tablet,US,/case-studies,1,850,False,False
SESS0006349,CUST01078,2024-12-07,referral,mobile,FR,/pricing,5,1214,False,False
SESS0006350,,2024-08-13,direct,desktop,UK,/pricing,11,130,False,True
SESS0006351,CUST00797,2025-09-08,email,desktop,US,/blog,12,58,False,False
SESS0006352,CUST00824,2024-09-21,direct,mobile,NL,/features,13,799,False,False
SESS0006353,CUST01313,2025-11-19,organic,tablet,SE,/pricing,9,1386,False,False
SESS0006354,CUST00146,2024-06-16,direct,desktop,NL,/demo,7,1076,False,False
SESS0006355,CUST00522,2026-02-13,paid_social,desktop,AU,/blog,3,468,False,False
SESS0006356,CUST00945,2025-05-06,paid_search,desktop,FR,/case-studies,10,638,False,False
SESS0006357,CUST00827,2025-01-05,paid_search,desktop,UK,/blog,1,406,False,False
SESS0006358,CUST00604,2024-10-12,organic,mobile,DE,/case-studies,4,563,False,False
SESS0006359,,2024-06-14,email,desktop,NL,/blog,14,1283,False,False
SESS0006360,,2025-03-16,email,desktop,AU,/case-studies,9,774,False,False
SESS0006361,CUST00513,2024-06-15,referral,mobile,US,/case-studies,13,1730,False,False
SESS0006362,CUST00750,2025-04-22,referral,mobile,DE,/case-studies,7,85,False,False
SESS0006363,CUST01420,2024-05-09,paid_social,desktop,NL,/features,7,714,False,False
SESS0006364,,2026-03-18,email,mobile,UK,/home,14,942,False,False
SESS0006365,CUST00037,2025-12-02,organic,mobile,US,/contact,6,84,False,False
SESS0006366,CUST00753,2024-12-28,direct,desktop,DE,/case-studies,15,1577,False,False
SESS0006367,CUST00695,2025-06-25,paid_search,desktop,NL,/home,6,745,False,True
SESS0006368,CUST00487,2025-07-19,paid_search,desktop,CA,/demo,1,1463,False,False
SESS0006369,,2025-01-19,email,mobile,FR,/case-studies,1,860,False,False
SESS0006370,,2025-03-14,paid_search,desktop,SE,/demo,6,423,False,False
SESS0006371,CUST01416,2024-11-04,referral,desktop,FR,/pricing,15,1697,False,False
SESS0006372,CUST00020,2024-10-23,direct,desktop,US,/home,4,1162,False,False
SESS0006373,CUST00706,2024-09-27,direct,desktop,US,/home,15,1670,False,False
SESS0006374,CUST00682,2025-06-28,referral,desktop,AU,/blog,9,1798,False,False
SESS0006375,CUST01225,2025-07-09,organic,mobile,US,/pricing,11,1382,False,False
SESS0006376,CUST00015,2024-09-23,paid_social,desktop,NL,/demo,14,1511,False,False
SESS0006377,CUST00229,2025-09-03,direct,mobile,NL,/features,9,1223,False,False
SESS0006378,CUST00837,2025-11-25,direct,tablet,NL,/home,7,389,False,False
SESS0006379,CUST01376,2025-05-28,email,mobile,SE,/contact,8,801,False,False
SESS0006380,CUST01395,2025-09-28,direct,mobile,DE,/contact,7,1229,False,False
SESS0006381,CUST01449,2025-08-20,direct,mobile,SE,/demo,9,737,False,False
SESS0006382,CUST00198,2026-03-24,referral,desktop,AU,/case-studies,3,1380,False,False
SESS0006383,CUST00073,2024-08-18,paid_social,desktop,SE,/features,15,1545,False,False
SESS0006384,CUST00544,2025-08-15,paid_social,mobile,UK,/demo,12,664,False,False
SESS0006385,CUST01478,2025-09-18,direct,mobile,NL,/blog,9,1784,False,False
SESS0006386,CUST00052,2025-12-15,organic,desktop,UK,/demo,4,1470,False,False
SESS0006387,CUST00571,2025-01-29,referral,desktop,DE,/home,2,132,False,False
SESS0006388,CUST01345,2024-09-06,direct,mobile,FR,/demo,15,1717,False,False
SESS0006389,CUST00154,2025-10-25,paid_social,desktop,NL,/pricing,5,1122,False,False
SESS0006390,CUST00402,2026-04-17,paid_social,mobile,DE,/pricing,7,900,False,False
SESS0006391,CUST00477,2025-12-17,organic,mobile,US,/pricing,5,991,False,False
SESS0006392,CUST01343,2025-07-10,direct,desktop,FR,/case-studies,3,612,False,False
SESS0006393,CUST00087,2025-06-30,direct,desktop,NL,/demo,7,1535,False,False
SESS0006394,CUST01363,2025-06-25,paid_search,desktop,SE,/demo,15,948,False,True
SESS0006395,,2024-08-27,referral,mobile,CA,/blog,8,1275,False,False
SESS0006396,,2026-02-11,direct,desktop,UK,/case-studies,1,958,False,False
SESS0006397,CUST01494,2025-06-22,paid_search,desktop,NL,/pricing,2,1725,False,False
SESS0006398,CUST00069,2024-12-19,paid_search,mobile,AU,/blog,13,1492,False,False
SESS0006399,CUST00704,2024-08-12,paid_social,desktop,US,/case-studies,5,1214,False,False
SESS0006400,CUST00783,2025-02-02,referral,desktop,AU,/contact,8,155,False,False
SESS0006401,CUST00317,2025-01-02,paid_search,desktop,UK,/blog,6,1022,False,False
SESS0006402,CUST01150,2025-09-22,paid_search,mobile,US,/features,4,371,False,False
SESS0006403,CUST01315,2025-03-21,email,mobile,US,/contact,8,245,False,False
SESS0006404,CUST00313,2025-01-04,referral,desktop,FR,/case-studies,13,1380,False,False
SESS0006405,CUST00987,2024-09-21,paid_social,desktop,SE,/demo,15,1332,False,False
SESS0006406,CUST01117,2024-09-26,paid_social,desktop,DE,/features,2,774,False,False
SESS0006407,CUST00320,2025-11-08,email,mobile,US,/blog,8,606,False,False
SESS0006408,CUST00586,2025-02-20,email,mobile,AU,/contact,12,1783,False,False
SESS0006409,CUST00613,2025-07-17,paid_social,desktop,DE,/features,3,766,False,False
SESS0006410,,2025-05-31,direct,mobile,AU,/home,7,500,False,False
SESS0006411,CUST01005,2026-03-18,paid_search,desktop,UK,/demo,8,380,False,False
SESS0006412,,2026-02-18,referral,desktop,CA,/demo,15,810,False,False
SESS0006413,CUST00912,2025-11-22,email,mobile,SE,/contact,12,998,False,False
SESS0006414,,2026-01-29,direct,mobile,DE,/blog,8,42,False,False
SESS0006415,CUST00840,2024-11-19,referral,mobile,NL,/blog,11,861,False,False
SESS0006416,CUST00358,2024-11-07,organic,desktop,US,/contact,14,584,False,False
SESS0006417,CUST00607,2024-05-25,email,desktop,UK,/blog,4,968,False,False
SESS0006418,CUST01089,2025-10-04,referral,desktop,AU,/case-studies,2,838,False,False
SESS0006419,,2026-02-05,paid_social,mobile,FR,/contact,9,180,False,False
SESS0006420,CUST00992,2025-05-14,direct,desktop,NL,/contact,9,1266,False,False
SESS0006421,,2025-12-06,referral,desktop,NL,/case-studies,1,1618,False,False
SESS0006422,CUST00717,2024-06-29,direct,desktop,NL,/blog,1,214,False,False
SESS0006423,CUST00757,2025-12-02,referral,mobile,DE,/blog,5,1673,False,False
SESS0006424,,2025-12-18,email,tablet,AU,/features,3,278,False,False
SESS0006425,CUST01472,2026-01-25,email,mobile,FR,/features,2,1511,False,False
SESS0006426,,2025-11-28,paid_search,desktop,SE,/contact,2,493,False,False
SESS0006427,,2025-09-08,organic,desktop,UK,/contact,5,1341,False,False
SESS0006428,,2024-06-16,direct,desktop,AU,/case-studies,14,110,False,False
SESS0006429,CUST00506,2024-10-18,paid_social,mobile,FR,/pricing,9,919,False,False
SESS0006430,,2024-06-20,paid_search,tablet,UK,/demo,13,1246,False,False
SESS0006431,CUST01189,2025-07-23,referral,tablet,FR,/features,10,498,False,False
SESS0006432,CUST00799,2025-10-11,direct,mobile,SE,/pricing,3,25,True,False
SESS0006433,CUST00647,2025-09-29,direct,desktop,AU,/blog,3,1605,False,False
SESS0006434,,2024-06-01,organic,mobile,CA,/features,7,1331,False,False
SESS0006435,,2024-07-16,direct,mobile,US,/demo,1,1080,False,False
SESS0006436,,2024-10-02,paid_social,mobile,FR,/home,14,1670,False,False
SESS0006437,CUST00831,2024-09-06,referral,tablet,SE,/pricing,5,1734,False,False
SESS0006438,CUST00497,2025-09-03,organic,desktop,CA,/case-studies,3,620,False,False
SESS0006439,CUST00354,2024-06-08,email,desktop,FR,/contact,10,92,False,False
SESS0006440,CUST01404,2024-05-04,organic,desktop,US,/pricing,13,1211,False,False
SESS0006441,,2026-03-28,paid_search,mobile,AU,/home,4,1348,False,False
SESS0006442,,2024-12-31,paid_social,mobile,NL,/contact,6,576,False,False
SESS0006443,CUST00003,2025-12-21,direct,mobile,SE,/blog,8,475,False,False
SESS0006444,,2025-10-21,organic,desktop,DE,/contact,7,1263,False,True
SESS0006445,,2024-12-30,email,mobile,CA,/pricing,3,500,False,False
SESS0006446,CUST00635,2025-04-19,email,desktop,FR,/home,13,530,False,False
SESS0006447,CUST00288,2025-04-11,paid_search,tablet,AU,/case-studies,5,1654,False,False
SESS0006448,CUST00986,2025-03-11,paid_search,desktop,AU,/demo,6,1469,False,False
SESS0006449,CUST00569,2024-04-21,paid_social,mobile,NL,/demo,3,163,False,False
SESS0006450,,2025-04-15,paid_search,mobile,UK,/pricing,6,426,False,False
SESS0006451,CUST01028,2025-07-24,direct,mobile,DE,/contact,4,753,False,True
SESS0006452,,2025-12-25,organic,desktop,AU,/blog,1,1117,False,False
SESS0006453,CUST00937,2025-09-27,email,mobile,DE,/case-studies,14,927,False,False
SESS0006454,CUST00616,2024-04-29,referral,mobile,SE,/features,11,1464,False,False
SESS0006455,,2024-07-18,paid_search,mobile,AU,/case-studies,13,902,False,False
SESS0006456,CUST00997,2025-12-22,paid_search,desktop,US,/pricing,5,855,False,False
SESS0006457,,2026-01-28,direct,mobile,NL,/pricing,10,1652,False,False
SESS0006458,CUST00761,2024-10-05,direct,desktop,UK,/case-studies,1,880,False,False
SESS0006459,,2026-02-09,paid_social,mobile,AU,/demo,12,34,False,False
SESS0006460,,2024-09-21,paid_search,mobile,SE,/features,1,779,False,False
SESS0006461,CUST01241,2025-12-19,paid_search,desktop,DE,/home,12,1010,False,True
SESS0006462,CUST00899,2026-01-03,paid_search,tablet,US,/blog,4,486,False,False
SESS0006463,CUST01463,2025-09-18,referral,desktop,SE,/home,7,853,False,False
SESS0006464,CUST01455,2025-04-10,direct,desktop,UK,/demo,14,1693,False,False
SESS0006465,CUST00452,2024-06-15,referral,mobile,FR,/features,7,1296,False,False
SESS0006466,CUST00055,2024-10-22,paid_search,desktop,UK,/case-studies,2,1195,False,False
SESS0006467,CUST01406,2025-02-15,organic,tablet,US,/demo,14,1046,False,False
SESS0006468,CUST00736,2024-05-24,paid_search,desktop,DE,/home,9,266,False,False
SESS0006469,CUST00786,2024-08-05,organic,mobile,US,/features,7,1184,False,False
SESS0006470,CUST00032,2025-10-05,organic,desktop,DE,/features,13,1744,False,False
SESS0006471,CUST01258,2025-06-11,referral,desktop,UK,/blog,4,726,False,False
SESS0006472,CUST00664,2025-05-20,organic,mobile,AU,/blog,12,1624,False,False
SESS0006473,,2025-03-02,paid_search,desktop,US,/pricing,14,84,False,False
SESS0006474,,2025-08-09,paid_social,mobile,AU,/home,7,113,False,False
SESS0006475,,2025-07-24,email,mobile,US,/contact,12,413,False,False
SESS0006476,CUST00564,2025-12-29,organic,mobile,NL,/demo,14,321,False,False
SESS0006477,CUST00643,2024-05-01,email,mobile,NL,/demo,7,1574,False,False
SESS0006478,CUST01352,2025-05-25,referral,mobile,NL,/demo,14,817,False,False
SESS0006479,,2024-06-09,direct,desktop,US,/home,15,574,False,False
SESS0006480,CUST00225,2025-08-18,paid_search,mobile,SE,/features,4,32,False,False
SESS0006481,CUST00200,2026-04-11,organic,mobile,FR,/demo,13,560,False,False
SESS0006482,,2025-12-21,referral,tablet,FR,/pricing,8,374,False,False
SESS0006483,CUST01316,2024-08-31,referral,desktop,FR,/contact,4,1583,False,False
SESS0006484,,2026-02-23,paid_social,desktop,SE,/blog,6,95,False,False
SESS0006485,CUST00896,2025-03-15,organic,desktop,US,/home,1,868,False,False
SESS0006486,,2024-07-10,organic,mobile,NL,/pricing,11,1230,False,False
SESS0006487,CUST00489,2025-06-27,direct,desktop,FR,/features,9,1028,False,False
SESS0006488,,2025-05-02,paid_search,desktop,NL,/pricing,2,179,False,False
SESS0006489,CUST00719,2025-06-18,referral,mobile,US,/demo,8,1437,False,False
SESS0006490,CUST00673,2025-05-21,organic,tablet,FR,/home,9,1586,False,False
SESS0006491,CUST01130,2025-02-10,paid_search,tablet,SE,/home,11,462,False,False
SESS0006492,,2024-09-20,email,mobile,AU,/home,2,580,False,False
SESS0006493,CUST00501,2024-10-13,direct,desktop,CA,/case-studies,2,1297,False,False
SESS0006494,,2025-11-06,paid_search,desktop,NL,/contact,5,637,False,False
SESS0006495,,2025-11-04,email,mobile,SE,/pricing,4,933,False,False
SESS0006496,CUST00137,2026-03-14,organic,desktop,FR,/blog,1,1002,False,False
SESS0006497,CUST01158,2024-10-08,email,desktop,SE,/demo,4,1622,False,False
SESS0006498,CUST00795,2025-07-18,paid_search,mobile,SE,/blog,6,82,False,False
SESS0006499,CUST01225,2026-02-05,direct,mobile,US,/blog,12,1591,False,True
SESS0006500,CUST01263,2024-11-16,email,desktop,AU,/blog,7,242,False,False
SESS0006501,,2024-05-31,referral,mobile,DE,/demo,10,210,False,False
SESS0006502,CUST00985,2025-01-01,paid_social,mobile,CA,/pricing,6,183,False,False
SESS0006503,,2025-04-24,email,desktop,FR,/contact,7,491,False,False
SESS0006504,CUST00276,2024-07-06,direct,mobile,NL,/demo,2,541,False,False
SESS0006505,,2024-11-12,email,desktop,NL,/demo,7,832,False,False
SESS0006506,CUST01212,2025-06-10,email,tablet,DE,/pricing,1,654,False,False
SESS0006507,CUST01175,2025-08-01,referral,desktop,AU,/demo,13,1699,False,False
SESS0006508,,2025-10-02,paid_social,mobile,SE,/features,7,27,True,False
SESS0006509,,2024-09-06,paid_social,mobile,US,/demo,9,508,False,False
SESS0006510,,2024-09-25,direct,tablet,FR,/home,15,481,False,False
SESS0006511,CUST00903,2024-05-09,referral,tablet,SE,/case-studies,13,1549,False,False
SESS0006512,CUST00591,2024-07-04,organic,mobile,FR,/pricing,9,1041,False,False
SESS0006513,,2025-10-09,referral,mobile,SE,/blog,11,1145,False,False
SESS0006514,,2024-10-11,organic,desktop,SE,/case-studies,4,18,True,False
SESS0006515,CUST00932,2024-09-19,paid_social,desktop,UK,/demo,5,1025,False,False
SESS0006516,,2024-07-16,organic,desktop,US,/case-studies,2,16,True,False
SESS0006517,CUST01408,2024-05-18,referral,desktop,UK,/features,14,125,False,False
SESS0006518,,2024-10-02,organic,desktop,FR,/case-studies,13,42,False,False
SESS0006519,,2024-12-08,paid_social,mobile,UK,/demo,3,1173,False,False
SESS0006520,CUST00546,2025-05-26,paid_social,desktop,SE,/contact,7,1012,False,False
SESS0006521,CUST01061,2026-04-15,referral,tablet,CA,/blog,9,665,False,False
SESS0006522,CUST01410,2025-11-28,referral,mobile,FR,/pricing,15,207,False,False
SESS0006523,CUST00908,2025-09-05,paid_social,mobile,US,/contact,10,677,False,False
SESS0006524,CUST01409,2025-03-15,organic,mobile,US,/case-studies,9,1060,False,False
SESS0006525,CUST00269,2026-01-24,referral,desktop,NL,/home,10,461,False,False
SESS0006526,CUST01190,2025-05-29,email,mobile,UK,/pricing,7,1305,False,False
SESS0006527,CUST00243,2024-09-21,email,mobile,DE,/contact,12,1404,False,False
SESS0006528,CUST00055,2025-03-21,referral,mobile,NL,/contact,13,1785,False,False
SESS0006529,CUST00608,2026-03-16,direct,mobile,AU,/case-studies,10,938,False,False
SESS0006530,CUST01230,2026-02-12,email,mobile,SE,/pricing,12,1364,False,False
SESS0006531,CUST00033,2025-05-10,organic,tablet,AU,/home,12,1655,False,False
SESS0006532,,2025-03-01,referral,mobile,SE,/pricing,14,1079,False,False
SESS0006533,,2025-10-01,email,mobile,UK,/contact,12,1164,False,False
SESS0006534,CUST00829,2026-01-07,paid_social,desktop,SE,/pricing,11,1026,False,False
SESS0006535,,2025-11-01,email,desktop,AU,/pricing,2,758,False,False
SESS0006536,,2025-09-08,paid_search,desktop,AU,/demo,13,435,False,False
SESS0006537,CUST01288,2025-08-02,direct,mobile,US,/pricing,12,1152,False,False
SESS0006538,CUST00710,2024-09-02,paid_social,mobile,SE,/blog,10,325,False,False
SESS0006539,CUST01101,2024-10-25,paid_search,mobile,US,/blog,10,117,False,False
SESS0006540,,2025-05-01,referral,mobile,US,/blog,3,1491,False,False
SESS0006541,CUST00709,2024-05-04,referral,desktop,CA,/features,10,1361,False,False
SESS0006542,CUST00931,2025-01-02,organic,mobile,CA,/demo,12,1697,False,False
SESS0006543,,2025-12-16,email,mobile,DE,/features,10,259,False,False
SESS0006544,CUST00773,2026-04-12,paid_search,desktop,NL,/features,14,652,False,False
SESS0006545,CUST01264,2026-01-15,paid_social,desktop,DE,/contact,12,1488,False,False
SESS0006546,CUST00933,2025-05-16,paid_search,desktop,NL,/pricing,9,1586,False,False
SESS0006547,,2025-05-19,referral,desktop,UK,/features,14,121,False,False
SESS0006548,CUST00130,2024-08-17,referral,mobile,UK,/demo,8,873,False,False
SESS0006549,,2025-10-07,paid_social,mobile,DE,/contact,15,232,False,True
SESS0006550,,2024-11-03,direct,mobile,US,/pricing,3,1663,False,False
SESS0006551,CUST01194,2025-01-08,referral,desktop,AU,/home,4,219,False,False
SESS0006552,,2025-08-02,referral,desktop,FR,/features,2,793,False,False
SESS0006553,CUST00526,2025-04-11,organic,desktop,AU,/features,5,993,False,False
SESS0006554,CUST00507,2025-03-29,paid_search,tablet,AU,/features,10,1656,False,False
SESS0006555,CUST00618,2025-03-18,referral,mobile,AU,/contact,7,1630,False,False
SESS0006556,CUST00783,2026-03-18,paid_search,desktop,NL,/contact,5,53,False,False
SESS0006557,,2026-03-29,email,tablet,CA,/pricing,6,686,False,False
SESS0006558,CUST01335,2025-08-11,organic,desktop,UK,/blog,6,1650,False,False
SESS0006559,CUST00805,2025-06-18,referral,desktop,NL,/case-studies,13,536,False,False
SESS0006560,CUST01039,2025-06-23,referral,desktop,FR,/features,2,1394,False,False
SESS0006561,,2026-02-04,paid_social,mobile,NL,/features,13,705,False,False
SESS0006562,CUST00443,2025-11-03,paid_social,tablet,US,/contact,5,1408,False,False
SESS0006563,CUST00156,2026-04-18,direct,desktop,NL,/pricing,10,724,False,False
SESS0006564,,2026-02-19,referral,desktop,UK,/case-studies,15,1461,False,False
SESS0006565,,2025-03-24,organic,desktop,UK,/case-studies,3,938,False,False
SESS0006566,,2026-04-17,paid_search,tablet,CA,/case-studies,8,1597,False,False
SESS0006567,CUST00201,2025-01-27,direct,mobile,US,/features,1,1505,False,False
SESS0006568,CUST00433,2024-10-10,paid_search,mobile,DE,/contact,4,199,False,False
SESS0006569,CUST00651,2024-07-08,direct,tablet,DE,/case-studies,9,1644,False,False
SESS0006570,CUST00246,2025-06-16,organic,tablet,DE,/contact,5,1007,False,False
SESS0006571,,2024-11-10,direct,mobile,FR,/home,15,1527,False,True
SESS0006572,CUST01090,2025-01-31,organic,mobile,DE,/features,6,359,False,False
SESS0006573,CUST01011,2025-09-08,email,desktop,NL,/home,8,1016,False,False
SESS0006574,,2026-01-23,paid_search,mobile,DE,/pricing,4,179,False,False
SESS0006575,CUST00252,2024-10-12,paid_search,mobile,AU,/pricing,2,1445,False,False
SESS0006576,CUST00344,2025-02-20,referral,mobile,SE,/contact,3,511,False,False
SESS0006577,CUST01298,2025-09-13,organic,mobile,US,/demo,5,730,False,False
SESS0006578,CUST01017,2024-11-07,organic,mobile,NL,/demo,3,1629,False,False
SESS0006579,CUST00159,2025-01-23,direct,mobile,CA,/features,7,1254,False,False
SESS0006580,CUST00820,2025-12-06,paid_search,desktop,SE,/home,4,1669,False,False
SESS0006581,CUST01319,2025-07-31,referral,tablet,SE,/pricing,3,1752,False,False
SESS0006582,,2025-02-25,paid_search,tablet,CA,/pricing,14,337,False,False
SESS0006583,CUST01140,2024-07-18,referral,desktop,UK,/pricing,6,932,False,False
SESS0006584,CUST00280,2024-11-14,direct,mobile,CA,/blog,6,606,False,False
SESS0006585,,2024-05-05,paid_social,mobile,SE,/blog,5,573,False,False
SESS0006586,,2024-10-14,paid_social,mobile,CA,/contact,12,555,False,True
SESS0006587,CUST00717,2026-02-03,paid_search,desktop,FR,/contact,3,1420,False,False
SESS0006588,,2026-01-02,direct,mobile,CA,/contact,6,1716,False,False
SESS0006589,CUST00011,2025-03-08,direct,mobile,SE,/blog,6,1207,False,False
SESS0006590,CUST01469,2025-10-31,direct,mobile,AU,/contact,8,545,False,True
SESS0006591,CUST00710,2025-07-26,referral,desktop,NL,/pricing,3,881,False,True
SESS0006592,CUST00919,2024-09-04,email,tablet,CA,/demo,14,404,False,False
SESS0006593,,2024-09-22,direct,desktop,DE,/blog,2,979,False,False
SESS0006594,CUST01403,2024-04-21,referral,desktop,AU,/case-studies,7,1067,False,False
SESS0006595,,2025-02-01,direct,mobile,DE,/home,12,1496,False,False
SESS0006596,CUST01217,2025-05-04,direct,mobile,DE,/pricing,1,1033,False,False
SESS0006597,CUST01283,2025-01-13,organic,desktop,CA,/case-studies,3,269,False,False
SESS0006598,CUST01006,2024-04-27,direct,desktop,US,/contact,3,712,False,False
SESS0006599,CUST01204,2025-03-16,direct,desktop,AU,/home,1,1599,False,True
SESS0006600,CUST00347,2025-04-24,email,mobile,DE,/case-studies,6,1382,False,False
SESS0006601,CUST01169,2025-11-21,direct,tablet,FR,/features,13,1176,False,False
SESS0006602,CUST00514,2025-09-14,paid_search,desktop,US,/pricing,3,1662,False,False
SESS0006603,,2025-02-12,organic,mobile,SE,/blog,11,618,False,True
SESS0006604,CUST01094,2026-03-17,organic,mobile,AU,/home,15,482,False,False
SESS0006605,,2026-02-08,email,desktop,AU,/case-studies,10,676,False,False
SESS0006606,,2025-09-05,paid_social,desktop,AU,/home,13,1386,False,False
SESS0006607,CUST00854,2025-08-02,email,tablet,US,/demo,10,1328,False,False
SESS0006608,CUST00594,2025-01-28,direct,desktop,UK,/home,13,940,False,False
SESS0006609,CUST00128,2025-06-12,paid_search,desktop,SE,/pricing,8,769,False,False
SESS0006610,CUST01358,2025-10-18,organic,mobile,DE,/features,10,709,False,False
SESS0006611,,2026-02-18,referral,desktop,FR,/contact,3,1041,False,False
SESS0006612,CUST01108,2025-03-19,referral,desktop,SE,/home,6,1408,False,False
SESS0006613,CUST01500,2025-04-01,direct,mobile,AU,/contact,10,1350,False,False
SESS0006614,CUST00664,2024-07-21,email,desktop,CA,/blog,11,1223,False,False
SESS0006615,,2025-03-13,email,tablet,UK,/contact,11,1022,False,False
SESS0006616,,2024-11-23,paid_search,desktop,FR,/features,10,101,False,False
SESS0006617,CUST00368,2026-01-30,paid_search,desktop,AU,/case-studies,11,1286,False,False
SESS0006618,CUST01478,2024-05-17,direct,mobile,NL,/blog,4,661,False,False
SESS0006619,CUST01330,2024-06-08,paid_social,mobile,SE,/home,7,230,False,False
SESS0006620,CUST00238,2025-03-19,organic,mobile,AU,/demo,5,707,False,False
SESS0006621,CUST01486,2024-09-22,referral,desktop,AU,/home,8,239,False,False
SESS0006622,CUST00867,2026-01-16,paid_social,mobile,CA,/pricing,2,811,False,False
SESS0006623,CUST00048,2025-12-08,referral,desktop,UK,/demo,9,927,False,False
SESS0006624,CUST00010,2024-09-13,email,desktop,DE,/pricing,5,244,False,False
SESS0006625,,2025-12-19,paid_social,mobile,AU,/home,11,486,False,False
SESS0006626,CUST00247,2025-10-21,referral,mobile,AU,/case-studies,6,1285,False,False
SESS0006627,CUST00710,2025-11-20,paid_social,mobile,NL,/demo,9,926,False,False
SESS0006628,CUST00438,2025-11-22,paid_social,desktop,CA,/demo,10,88,False,False
SESS0006629,CUST00102,2024-12-19,direct,desktop,UK,/home,1,585,False,False
SESS0006630,CUST01108,2025-06-18,organic,mobile,FR,/pricing,15,672,False,False
SESS0006631,,2025-03-06,email,mobile,DE,/blog,13,395,False,False
SESS0006632,CUST01434,2025-10-28,paid_search,mobile,SE,/features,1,40,False,False
SESS0006633,CUST00056,2026-01-06,referral,tablet,CA,/home,9,1681,False,False
SESS0006634,CUST00118,2024-12-30,direct,desktop,NL,/features,2,774,False,True
SESS0006635,CUST01240,2025-09-15,paid_search,mobile,US,/demo,7,1652,False,False
SESS0006636,CUST01187,2026-04-12,paid_social,desktop,AU,/contact,9,1488,False,False
SESS0006637,,2024-09-15,paid_social,mobile,NL,/blog,12,390,False,False
SESS0006638,CUST00504,2025-07-02,paid_social,tablet,UK,/case-studies,3,529,False,False
SESS0006639,CUST01053,2025-02-13,referral,desktop,SE,/contact,15,845,False,False
SESS0006640,CUST00770,2025-07-25,referral,mobile,FR,/pricing,1,1523,False,False
SESS0006641,,2026-04-15,paid_search,desktop,UK,/blog,12,955,False,False
SESS0006642,CUST00354,2024-05-06,paid_social,desktop,UK,/home,11,516,False,False
SESS0006643,CUST00239,2024-09-18,paid_search,mobile,SE,/blog,2,1714,False,False
SESS0006644,,2024-10-17,organic,desktop,CA,/features,3,1748,False,False
SESS0006645,CUST01434,2024-11-27,organic,desktop,DE,/case-studies,6,964,False,False
SESS0006646,CUST00190,2025-11-19,paid_search,desktop,CA,/case-studies,6,847,False,False
SESS0006647,CUST01164,2024-09-11,referral,tablet,AU,/home,10,1638,False,False
SESS0006648,CUST01261,2024-06-07,organic,tablet,UK,/case-studies,11,525,False,False
SESS0006649,CUST01204,2024-06-06,organic,desktop,CA,/features,14,62,False,False
SESS0006650,CUST00767,2024-09-03,paid_search,mobile,NL,/features,4,353,False,False
SESS0006651,CUST00445,2024-09-29,direct,tablet,US,/blog,15,1694,False,False
