order_id,customer_id,campaign_id,order_date,product,quantity,unit_price_usd,gross_revenue_usd,discount_pct,net_revenue_usd,payment_method,order_status
ORD000593,CUST01236,,2024-05-07,Growth Plan,2,1101.36,2202.72,0,2202.72,Credit Card,completed
ORD000594,CUST00104,,2026-03-14,Starter Plan,6,1654.67,9928.02,0,9928.02,PayPal,completed
ORD000595,CUST00928,,2025-09-07,Enterprise Plan,4,2821.08,11284.32,5,10720.1,ACH,completed
ORD000596,CUST01296,CAMP0034,2025-06-05,Professional Services,9,2870.55,25834.95,10,23251.46,PayPal,completed
ORD000597,CUST01073,CAMP0079,2024-09-14,Pro Plan,8,2260.1,18080.8,10,16272.72,PayPal,completed
ORD000598,CUST00531,,2025-03-17,Starter Plan,1,1390.57,1390.57,0,1390.57,Credit Card,completed
ORD000599,CUST00149,,2025-01-10,Enterprise Plan,10,1013.17,10131.7,0,10131.7,Invoice,completed
ORD000600,CUST00358,,2024-06-07,Professional Services,2,1342.78,2685.56,15,2282.73,Credit Card,completed
ORD000601,CUST01353,,2024-05-21,Pro Plan,4,2032.74,8130.96,0,8130.96,PayPal,completed
ORD000602,CUST00697,,2025-11-16,Growth Plan,8,279.85,2238.8,15,1902.98,Credit Card,completed
ORD000603,CUST00234,CAMP0067,2025-02-25,Add-on: API,3,2523.91,7571.73,15,6435.97,Invoice,completed
ORD000604,CUST00180,CAMP0104,2025-03-13,Professional Services,8,523.05,4184.4,0,4184.4,Invoice,completed
ORD000605,CUST00719,,2026-01-11,Add-on: Analytics,6,193.72,1162.32,0,1162.32,ACH,completed
ORD000606,CUST01174,CAMP0048,2024-05-22,Growth Plan,7,628.31,4398.17,0,4398.17,PayPal,completed
ORD000607,CUST01064,CAMP0101,2025-09-03,Professional Services,2,2599.7,5199.4,0,5199.4,Invoice,completed
ORD000608,CUST00506,CAMP0011,2025-05-16,Enterprise Plan,5,1172.8,5864.0,10,5277.6,Invoice,completed
ORD000609,CUST00679,CAMP0110,2024-10-30,Pro Plan,9,2870.38,25833.42,5,24541.75,ACH,completed
ORD000610,CUST00132,,2024-10-14,Growth Plan,5,2368.02,11840.1,20,9472.08,ACH,pending
ORD000611,CUST00312,CAMP0039,2025-02-27,Add-on: Analytics,4,2741.46,10965.84,10,9869.26,Invoice,completed
ORD000612,CUST00079,CAMP0022,2025-07-26,Add-on: Analytics,3,901.72,2705.16,15,2299.39,PayPal,completed
ORD000613,CUST01459,,2024-05-18,Enterprise Plan,1,969.0,969.0,20,775.2,ACH,completed
ORD000614,CUST00239,CAMP0025,2025-01-26,Add-on: Analytics,3,1505.82,4517.46,0,4517.46,Invoice,completed
ORD000615,CUST01010,CAMP0062,2025-05-18,Add-on: Analytics,5,2354.13,11770.65,10,10593.58,PayPal,completed
ORD000616,CUST00275,,2026-03-23,Add-on: Analytics,7,2183.78,15286.46,20,12229.17,Credit Card,completed
ORD000617,CUST00450,,2025-05-08,Pro Plan,6,1689.39,10136.34,10,9122.71,Credit Card,completed
ORD000618,CUST01399,,2024-09-20,Starter Plan,4,1272.32,5089.28,15,4325.89,ACH,completed
ORD000619,CUST00414,CAMP0084,2025-04-16,Starter Plan,10,2006.14,20061.4,15,17052.19,Invoice,pending
ORD000620,CUST00253,CAMP0055,2024-06-03,Enterprise Plan,9,335.86,3022.74,5,2871.6,ACH,completed
ORD000621,CUST00048,CAMP0120,2025-02-20,Pro Plan,3,2801.96,8405.88,15,7145.0,PayPal,completed
ORD000622,CUST00346,,2024-11-10,Pro Plan,1,879.37,879.37,0,879.37,PayPal,completed
ORD000623,CUST00801,,2025-01-22,Starter Plan,8,2451.13,19609.04,0,19609.04,Invoice,completed
ORD000624,CUST00383,CAMP0034,2025-10-12,Professional Services,6,418.0,2508.0,15,2131.8,Credit Card,completed
ORD000625,CUST00924,CAMP0034,2026-04-14,Add-on: Analytics,5,2082.9,10414.5,0,10414.5,Credit Card,completed
ORD000626,CUST00497,,2024-04-24,Professional Services,10,883.5,8835.0,5,8393.25,Invoice,completed
ORD000627,CUST00088,CAMP0034,2025-08-26,Starter Plan,9,2214.42,19929.78,15,16940.31,Invoice,completed
ORD000628,CUST01246,,2025-07-26,Add-on: Analytics,2,2635.94,5271.88,0,5271.88,PayPal,completed
ORD000629,CUST00231,CAMP0096,2025-10-06,Add-on: API,7,1679.06,11753.42,10,10578.08,Credit Card,completed
ORD000630,CUST01021,CAMP0042,2025-08-27,Professional Services,2,1639.98,3279.96,5,3115.96,Credit Card,completed
ORD000631,CUST00280,,2025-01-10,Pro Plan,5,2000.04,10000.2,5,9500.19,PayPal,completed
ORD000632,CUST00777,CAMP0112,2025-03-23,Starter Plan,10,2299.9,22999.0,10,20699.1,ACH,pending
ORD000633,CUST00723,CAMP0010,2025-04-29,Professional Services,2,1875.78,3751.56,0,3751.56,Credit Card,completed
ORD000634,CUST00735,CAMP0057,2025-01-11,Add-on: Analytics,3,1442.27,4326.81,0,4326.81,ACH,completed
ORD000635,CUST00372,CAMP0066,2024-09-07,Add-on: Analytics,10,1427.28,14272.8,5,13559.16,ACH,completed
ORD000636,CUST00674,CAMP0081,2025-10-06,Enterprise Plan,3,2801.86,8405.58,20,6724.46,PayPal,completed
ORD000637,CUST00701,CAMP0065,2026-02-19,Add-on: API,9,2767.44,24906.96,5,23661.61,Invoice,completed
ORD000638,CUST00573,,2025-09-05,Add-on: API,3,348.75,1046.25,5,993.94,ACH,pending
ORD000639,CUST00815,,2025-09-18,Starter Plan,3,2599.69,7799.07,5,7409.12,PayPal,completed
ORD000640,CUST01086,CAMP0080,2025-02-26,Starter Plan,1,1091.59,1091.59,15,927.85,Invoice,pending
ORD000641,CUST00011,CAMP0029,2024-10-07,Growth Plan,10,710.84,7108.4,0,7108.4,PayPal,completed
ORD000642,CUST00193,CAMP0111,2024-05-05,Pro Plan,4,2372.9,9491.6,0,9491.6,Credit Card,completed
ORD000643,CUST00509,,2025-08-31,Add-on: Analytics,8,576.77,4614.16,20,3691.33,Invoice,completed
ORD000644,CUST00210,,2025-09-15,Enterprise Plan,8,2152.34,17218.72,0,17218.72,PayPal,pending
ORD000645,CUST01250,CAMP0022,2025-07-06,Growth Plan,3,670.1,2010.3,10,1809.27,ACH,completed
ORD000646,CUST00892,CAMP0045,2025-11-19,Enterprise Plan,7,2744.6,19212.2,5,18251.59,Credit Card,completed
ORD000647,CUST01063,CAMP0063,2025-06-21,Growth Plan,4,1158.03,4632.12,15,3937.3,PayPal,completed
ORD000648,CUST00696,CAMP0009,2025-01-29,Add-on: Analytics,5,975.56,4877.8,5,4633.91,ACH,completed
ORD000649,CUST01355,CAMP0110,2024-08-10,Starter Plan,5,1790.0,8950.0,0,8950.0,ACH,completed
ORD000650,CUST00503,CAMP0080,2024-11-19,Professional Services,8,2123.75,16990.0,0,16990.0,Credit Card,completed
ORD000651,CUST00171,,2024-12-18,Pro Plan,9,531.71,4785.39,5,4546.12,Invoice,completed
ORD000652,CUST00024,,2025-12-23,Professional Services,2,685.89,1371.78,0,1371.78,ACH,completed
ORD000653,CUST00794,CAMP0119,2025-03-20,Professional Services,8,2206.69,17653.52,5,16770.84,Invoice,completed
ORD000654,CUST01159,,2025-03-03,Pro Plan,3,942.94,2828.82,0,2828.82,Credit Card,completed
ORD000655,CUST01019,,2025-01-02,Growth Plan,2,162.98,325.96,15,277.07,Invoice,completed
ORD000656,CUST01430,CAMP0029,2024-11-23,Enterprise Plan,9,2609.24,23483.16,20,18786.53,Credit Card,completed
ORD000657,CUST01294,,2024-10-07,Add-on: Analytics,10,2207.44,22074.4,5,20970.68,Invoice,completed
ORD000658,CUST01050,CAMP0084,2024-09-14,Add-on: Analytics,10,166.6,1666.0,10,1499.4,PayPal,completed
ORD000659,CUST01392,,2025-07-26,Add-on: Analytics,3,984.91,2954.73,20,2363.78,Credit Card,refunded
ORD000660,CUST01342,CAMP0112,2025-02-27,Growth Plan,1,602.07,602.07,0,602.07,PayPal,completed
ORD000661,CUST01024,CAMP0073,2025-06-16,Enterprise Plan,8,1799.38,14395.04,0,14395.04,Invoice,completed
ORD000662,CUST00709,CAMP0090,2024-10-13,Add-on: API,10,2118.12,21181.2,20,16944.96,ACH,completed
ORD000663,CUST00859,,2024-04-25,Add-on: Analytics,3,684.92,2054.76,20,1643.81,Invoice,completed
ORD000664,CUST00203,CAMP0037,2025-03-13,Professional Services,6,2736.06,16416.36,15,13953.91,Credit Card,completed
ORD000665,CUST00210,,2024-08-19,Pro Plan,3,358.03,1074.09,0,1074.09,PayPal,completed
ORD000666,CUST00228,CAMP0103,2024-11-19,Professional Services,8,124.26,994.08,20,795.26,Credit Card,completed
ORD000667,CUST00799,,2025-05-19,Professional Services,4,2860.22,11440.88,0,11440.88,ACH,completed
ORD000668,CUST00958,,2025-03-28,Professional Services,9,2286.17,20575.53,0,20575.53,ACH,completed
ORD000669,CUST00568,CAMP0067,2024-11-10,Growth Plan,10,408.06,4080.6,20,3264.48,Invoice,completed
ORD000670,CUST00991,CAMP0058,2024-09-18,Professional Services,4,2795.67,11182.68,0,11182.68,Credit Card,completed
ORD000671,CUST00563,CAMP0001,2025-11-11,Add-on: Analytics,5,262.6,1313.0,10,1181.7,Credit Card,completed
ORD000672,CUST01144,CAMP0091,2025-11-13,Growth Plan,5,904.62,4523.1,5,4296.94,Credit Card,completed
ORD000673,CUST00399,,2024-12-22,Add-on: Analytics,7,1889.66,13227.62,10,11904.86,Credit Card,completed
ORD000674,CUST00164,,2025-03-19,Starter Plan,8,200.71,1605.68,0,1605.68,Credit Card,completed
ORD000675,CUST01141,,2024-07-15,Starter Plan,9,2593.51,23341.59,10,21007.43,Invoice,completed
ORD000676,CUST00751,CAMP0008,2024-11-09,Pro Plan,10,83.59,835.9,5,794.1,Credit Card,completed
ORD000677,CUST01096,CAMP0069,2025-05-21,Starter Plan,10,2322.03,23220.3,0,23220.3,PayPal,completed
ORD000678,CUST00545,,2024-09-30,Growth Plan,8,1323.02,10584.16,5,10054.95,PayPal,completed
ORD000679,CUST01467,CAMP0082,2025-12-23,Enterprise Plan,5,140.08,700.4,5,665.38,PayPal,refunded
ORD000680,CUST00158,,2024-09-23,Pro Plan,3,1603.18,4809.54,10,4328.59,ACH,completed
ORD000681,CUST00956,CAMP0073,2025-05-03,Professional Services,6,2207.78,13246.68,10,11922.01,ACH,completed
ORD000682,CUST00802,CAMP0031,2024-07-04,Growth Plan,2,912.53,1825.06,0,1825.06,Credit Card,completed
ORD000683,CUST01060,,2024-09-11,Growth Plan,5,2428.77,12143.85,0,12143.85,ACH,completed
ORD000684,CUST00872,,2025-06-07,Add-on: Analytics,5,2007.21,10036.05,0,10036.05,PayPal,completed
ORD000685,CUST00328,CAMP0094,2024-10-20,Starter Plan,5,2082.37,10411.85,0,10411.85,ACH,completed
ORD000686,CUST01067,,2024-11-24,Professional Services,10,260.61,2606.1,0,2606.1,ACH,completed
ORD000687,CUST01135,,2025-04-29,Enterprise Plan,4,1860.59,7442.36,0,7442.36,Invoice,completed
ORD000688,CUST00383,,2025-04-22,Enterprise Plan,4,2636.51,10546.04,10,9491.44,Credit Card,completed
ORD000689,CUST00542,CAMP0035,2024-10-29,Professional Services,1,1233.94,1233.94,0,1233.94,Invoice,completed
ORD000690,CUST01277,CAMP0072,2025-04-01,Pro Plan,9,2633.94,23705.46,20,18964.37,Invoice,refunded
ORD000691,CUST00491,CAMP0041,2025-05-22,Growth Plan,9,1591.22,14320.98,20,11456.78,Credit Card,completed
ORD000692,CUST01245,,2024-10-26,Add-on: API,10,1056.64,10566.4,5,10038.08,PayPal,completed
ORD000693,CUST01480,,2026-04-17,Starter Plan,7,1307.52,9152.64,10,8237.38,Invoice,completed
ORD000694,CUST00760,,2024-08-03,Add-on: Analytics,10,693.58,6935.8,0,6935.8,Credit Card,completed
ORD000695,CUST00686,,2024-08-27,Enterprise Plan,8,2335.16,18681.28,0,18681.28,Credit Card,completed
ORD000696,CUST00329,,2025-06-28,Growth Plan,10,2209.4,22094.0,0,22094.0,PayPal,completed
ORD000697,CUST01068,CAMP0043,2024-07-12,Add-on: API,7,2335.93,16351.51,5,15533.93,Invoice,completed
ORD000698,CUST00780,,2025-03-14,Growth Plan,10,663.18,6631.8,0,6631.8,PayPal,completed
ORD000699,CUST01185,CAMP0109,2026-04-02,Add-on: Analytics,10,1433.84,14338.4,10,12904.56,Invoice,completed
ORD000700,CUST00945,,2025-06-02,Add-on: Analytics,4,1926.67,7706.68,0,7706.68,ACH,completed
ORD000701,CUST00586,CAMP0009,2024-08-15,Professional Services,10,1179.44,11794.4,15,10025.24,ACH,completed
ORD000702,CUST01022,CAMP0020,2025-06-04,Enterprise Plan,10,1859.68,18596.8,0,18596.8,ACH,completed
ORD000703,CUST00631,,2024-12-10,Enterprise Plan,6,1244.8,7468.8,0,7468.8,Invoice,completed
ORD000704,CUST00890,CAMP0043,2024-08-07,Add-on: API,3,87.35,262.05,15,222.74,ACH,refunded
ORD000705,CUST00012,,2025-06-26,Starter Plan,3,2104.15,6312.45,0,6312.45,ACH,completed
ORD000706,CUST00374,,2025-08-15,Growth Plan,3,533.34,1600.02,20,1280.02,PayPal,completed
ORD000707,CUST01254,CAMP0064,2026-04-14,Pro Plan,5,2750.65,13753.25,0,13753.25,PayPal,completed
ORD000708,CUST00587,CAMP0020,2025-11-17,Enterprise Plan,4,1479.29,5917.16,0,5917.16,Credit Card,completed
ORD000709,CUST01210,,2024-04-25,Pro Plan,8,1778.57,14228.56,15,12094.28,Invoice,completed
ORD000710,CUST00280,CAMP0038,2024-08-26,Starter Plan,2,257.31,514.62,0,514.62,ACH,completed
ORD000711,CUST00141,CAMP0057,2024-04-28,Pro Plan,2,979.71,1959.42,0,1959.42,PayPal,completed
ORD000712,CUST00774,,2025-02-26,Professional Services,2,1711.86,3423.72,5,3252.53,Credit Card,completed
ORD000713,CUST01277,,2024-10-05,Starter Plan,8,1425.63,11405.04,10,10264.54,Credit Card,completed
ORD000714,CUST00716,CAMP0045,2024-06-28,Enterprise Plan,7,1292.49,9047.43,0,9047.43,ACH,completed
ORD000715,CUST01323,,2025-06-24,Add-on: API,10,2279.84,22798.4,0,22798.4,ACH,pending
ORD000716,CUST01295,CAMP0026,2024-09-12,Starter Plan,9,2321.1,20889.9,10,18800.91,ACH,completed
ORD000717,CUST00866,,2025-06-10,Add-on: Analytics,8,2582.81,20662.48,0,20662.48,PayPal,completed
ORD000718,CUST00780,,2025-03-11,Pro Plan,7,385.99,2701.93,10,2431.74,Credit Card,completed
ORD000719,CUST00657,CAMP0110,2024-07-22,Growth Plan,10,1870.77,18707.7,0,18707.7,ACH,completed
ORD000720,CUST01427,CAMP0094,2025-05-11,Add-on: API,2,1051.16,2102.32,5,1997.2,PayPal,completed
ORD000721,CUST00705,CAMP0010,2025-07-24,Pro Plan,4,899.61,3598.44,0,3598.44,PayPal,completed
ORD000722,CUST00284,CAMP0114,2025-02-15,Enterprise Plan,9,2858.52,25726.68,0,25726.68,ACH,completed
ORD000723,CUST01395,,2025-01-15,Add-on: Analytics,5,2198.71,10993.55,10,9894.19,PayPal,completed
ORD000724,CUST01186,CAMP0071,2024-07-27,Add-on: API,4,299.89,1199.56,0,1199.56,ACH,completed
ORD000725,CUST00393,,2024-12-27,Enterprise Plan,6,643.79,3862.74,20,3090.19,Invoice,completed
ORD000726,CUST00788,,2025-08-12,Add-on: API,6,96.87,581.22,0,581.22,ACH,completed
ORD000727,CUST00777,CAMP0007,2024-08-02,Growth Plan,5,1664.07,8320.35,10,7488.32,ACH,completed
ORD000728,CUST01349,CAMP0116,2025-01-15,Add-on: API,7,2183.69,15285.83,0,15285.83,Credit Card,completed
ORD000729,CUST00937,CAMP0040,2025-10-24,Starter Plan,9,1018.11,9162.99,15,7788.54,Credit Card,completed
ORD000730,CUST00574,CAMP0011,2025-05-03,Add-on: Analytics,3,990.3,2970.9,20,2376.72,Invoice,completed
ORD000731,CUST00822,CAMP0044,2025-03-17,Starter Plan,5,746.43,3732.15,20,2985.72,Invoice,completed
ORD000732,CUST00727,,2026-01-22,Add-on: API,10,1554.12,15541.2,15,13210.02,PayPal,completed
ORD000733,CUST00212,CAMP0046,2026-01-06,Add-on: API,5,2038.62,10193.1,10,9173.79,ACH,completed
ORD000734,CUST01349,CAMP0098,2024-06-24,Growth Plan,1,94.82,94.82,0,94.82,ACH,refunded
ORD000735,CUST00980,CAMP0090,2024-07-06,Enterprise Plan,1,1607.84,1607.84,0,1607.84,ACH,completed
ORD000736,CUST00815,CAMP0066,2026-04-13,Starter Plan,6,845.1,5070.6,20,4056.48,Credit Card,completed
ORD000737,CUST00857,CAMP0032,2025-04-21,Growth Plan,4,2239.0,8956.0,5,8508.2,Credit Card,completed
ORD000738,CUST01185,CAMP0015,2025-03-30,Starter Plan,7,2460.2,17221.4,0,17221.4,Invoice,completed
ORD000739,CUST00614,,2026-03-19,Growth Plan,6,204.42,1226.52,20,981.22,Invoice,completed
ORD000740,CUST01295,CAMP0044,2024-10-13,Growth Plan,7,2252.27,15765.89,0,15765.89,PayPal,completed
ORD000741,CUST01343,CAMP0017,2024-07-28,Add-on: API,6,943.87,5663.22,0,5663.22,Invoice,completed
ORD000742,CUST01328,CAMP0116,2025-02-19,Enterprise Plan,5,2905.02,14525.1,5,13798.84,ACH,completed
ORD000743,CUST00885,,2025-06-29,Growth Plan,6,553.33,3319.98,0,3319.98,Credit Card,completed
ORD000744,CUST00774,,2025-09-26,Enterprise Plan,4,694.39,2777.56,5,2638.68,ACH,completed
ORD000745,CUST00937,CAMP0047,2025-08-12,Enterprise Plan,1,1543.51,1543.51,5,1466.33,Invoice,completed
ORD000746,CUST00024,,2024-05-06,Pro Plan,3,2020.7,6062.1,10,5455.89,ACH,completed
ORD000747,CUST00191,CAMP0049,2024-10-12,Growth Plan,8,487.59,3900.72,5,3705.68,Credit Card,pending
ORD000748,CUST00891,CAMP0112,2025-05-30,Enterprise Plan,5,119.66,598.3,20,478.64,Invoice,completed
ORD000749,CUST01369,,2024-09-30,Pro Plan,3,2056.17,6168.51,0,6168.51,Invoice,completed
ORD000750,CUST01297,CAMP0022,2025-03-26,Enterprise Plan,8,213.35,1706.8,5,1621.46,ACH,completed
ORD000751,CUST00226,CAMP0103,2024-09-20,Starter Plan,9,465.99,4193.91,0,4193.91,Credit Card,completed
ORD000752,CUST00143,CAMP0032,2025-03-22,Add-on: API,8,1009.92,8079.36,0,8079.36,Credit Card,completed
ORD000753,CUST00022,,2025-01-09,Growth Plan,8,107.79,862.32,5,819.2,ACH,completed
ORD000754,CUST00982,CAMP0067,2025-09-09,Enterprise Plan,6,1180.52,7083.12,15,6020.65,PayPal,refunded
ORD000755,CUST00594,CAMP0084,2026-04-08,Enterprise Plan,4,2242.14,8968.56,10,8071.7,Credit Card,completed
ORD000756,CUST00510,CAMP0059,2024-12-13,Enterprise Plan,6,2679.89,16079.34,0,16079.34,ACH,completed
ORD000757,CUST01047,,2024-06-29,Enterprise Plan,10,1782.55,17825.5,0,17825.5,PayPal,completed
ORD000758,CUST00081,CAMP0037,2024-11-11,Starter Plan,4,907.95,3631.8,0,3631.8,Invoice,completed
ORD000759,CUST01283,CAMP0053,2025-02-21,Pro Plan,3,2694.68,8084.04,20,6467.23,Credit Card,completed
ORD000760,CUST01271,,2024-11-06,Pro Plan,6,58.94,353.64,0,353.64,Invoice,completed
ORD000761,CUST00375,,2024-09-19,Enterprise Plan,7,2547.4,17831.8,0,17831.8,ACH,completed
ORD000762,CUST01482,,2025-08-05,Add-on: Analytics,8,884.63,7077.04,5,6723.19,Credit Card,completed
ORD000763,CUST00446,,2025-02-28,Professional Services,2,1257.53,2515.06,0,2515.06,ACH,completed
ORD000764,CUST01346,CAMP0116,2025-08-27,Add-on: Analytics,9,2865.78,25792.02,0,25792.02,ACH,completed
ORD000765,CUST00116,CAMP0059,2026-01-15,Enterprise Plan,6,1765.69,10594.14,10,9534.73,Invoice,completed
ORD000766,CUST01122,CAMP0068,2024-08-15,Professional Services,3,2758.36,8275.08,0,8275.08,Invoice,completed
ORD000767,CUST00734,,2024-06-12,Starter Plan,1,880.57,880.57,0,880.57,ACH,pending
ORD000768,CUST01380,CAMP0004,2024-08-29,Starter Plan,1,1689.27,1689.27,10,1520.34,Invoice,completed
ORD000769,CUST00507,CAMP0014,2025-09-15,Starter Plan,2,2026.89,4053.78,5,3851.09,Credit Card,completed
ORD000770,CUST01081,,2025-09-03,Growth Plan,7,1133.01,7931.07,5,7534.52,ACH,completed
ORD000771,CUST00366,CAMP0116,2025-11-08,Pro Plan,4,413.58,1654.32,15,1406.17,Invoice,completed
ORD000772,CUST00301,CAMP0058,2026-02-14,Add-on: Analytics,1,1782.12,1782.12,15,1514.8,Credit Card,completed
ORD000773,CUST00285,,2024-10-11,Professional Services,6,1247.63,7485.78,20,5988.62,PayPal,completed
ORD000774,CUST00480,,2024-08-22,Growth Plan,2,467.64,935.28,0,935.28,Credit Card,completed
ORD000775,CUST01142,CAMP0037,2024-08-13,Add-on: Analytics,5,2401.96,12009.8,15,10208.33,Invoice,completed
ORD000776,CUST00638,CAMP0065,2025-07-10,Starter Plan,9,1780.68,16026.12,0,16026.12,Invoice,refunded
ORD000777,CUST01297,,2025-07-21,Starter Plan,7,2071.26,14498.82,0,14498.82,Credit Card,completed
ORD000778,CUST01066,CAMP0103,2026-02-06,Add-on: API,10,1123.19,11231.9,10,10108.71,Invoice,completed
ORD000779,CUST00256,CAMP0002,2025-04-21,Pro Plan,1,2784.48,2784.48,10,2506.03,Credit Card,completed
ORD000780,CUST01228,CAMP0039,2024-10-22,Starter Plan,3,56.31,168.93,0,168.93,Invoice,completed
ORD000781,CUST00648,CAMP0098,2025-05-02,Enterprise Plan,6,2379.53,14277.18,0,14277.18,Invoice,completed
ORD000782,CUST01041,CAMP0107,2025-09-01,Professional Services,2,1196.67,2393.34,0,2393.34,Invoice,completed
ORD000783,CUST00758,,2025-05-31,Add-on: API,9,1459.94,13139.46,0,13139.46,Invoice,completed
ORD000784,CUST00559,,2025-05-09,Starter Plan,1,953.37,953.37,15,810.36,ACH,completed
ORD000785,CUST01332,,2026-04-11,Pro Plan,2,1407.15,2814.3,15,2392.16,Credit Card,completed
ORD000786,CUST00338,,2025-10-02,Pro Plan,3,2194.08,6582.24,10,5924.02,ACH,completed
ORD000787,CUST00841,CAMP0039,2024-05-30,Growth Plan,7,2335.82,16350.74,0,16350.74,Credit Card,completed
ORD000788,CUST01490,CAMP0023,2025-10-21,Starter Plan,1,2927.86,2927.86,10,2635.07,Credit Card,completed
ORD000789,CUST00914,CAMP0118,2025-09-12,Professional Services,1,1621.45,1621.45,10,1459.31,Invoice,refunded
ORD000790,CUST00671,CAMP0077,2026-02-13,Growth Plan,6,924.79,5548.74,10,4993.87,Invoice,refunded
ORD000791,CUST01196,CAMP0116,2025-09-01,Growth Plan,5,89.04,445.2,20,356.16,ACH,completed
ORD000792,CUST01282,,2026-04-13,Enterprise Plan,1,1745.21,1745.21,0,1745.21,PayPal,completed
ORD000793,CUST00742,,2024-12-22,Enterprise Plan,3,2021.77,6065.31,0,6065.31,Credit Card,completed
ORD000794,CUST00483,,2025-07-31,Enterprise Plan,10,1226.89,12268.9,0,12268.9,Invoice,completed
ORD000795,CUST00445,CAMP0030,2024-09-17,Add-on: API,2,577.17,1154.34,15,981.19,Credit Card,completed
ORD000796,CUST00711,,2026-02-14,Enterprise Plan,5,1997.95,9989.75,0,9989.75,Invoice,completed
ORD000797,CUST00007,,2026-01-16,Pro Plan,9,142.19,1279.71,0,1279.71,ACH,completed
ORD000798,CUST00734,CAMP0032,2024-05-08,Starter Plan,6,2474.5,14847.0,0,14847.0,PayPal,completed
ORD000799,CUST00160,CAMP0113,2024-09-28,Add-on: API,1,802.0,802.0,20,641.6,PayPal,completed
ORD000800,CUST01323,CAMP0106,2025-04-13,Pro Plan,10,2423.7,24237.0,0,24237.0,Credit Card,completed
ORD000801,CUST00752,CAMP0069,2026-01-30,Professional Services,2,1465.5,2931.0,5,2784.45,Credit Card,completed
ORD000802,CUST00528,CAMP0040,2024-06-04,Starter Plan,6,1731.61,10389.66,20,8311.73,Invoice,completed
ORD000803,CUST00683,CAMP0029,2025-12-03,Pro Plan,2,2179.61,4359.22,5,4141.26,PayPal,completed
ORD000804,CUST00006,,2025-10-19,Add-on: Analytics,1,2205.67,2205.67,15,1874.82,PayPal,completed
ORD000805,CUST01383,,2024-10-15,Enterprise Plan,10,1012.42,10124.2,5,9617.99,ACH,completed
ORD000806,CUST01045,,2025-03-23,Pro Plan,1,1124.66,1124.66,10,1012.19,ACH,pending
ORD000807,CUST01044,CAMP0085,2025-02-28,Add-on: API,5,2631.78,13158.9,0,13158.9,PayPal,completed
ORD000808,CUST00592,CAMP0026,2026-01-26,Starter Plan,4,925.1,3700.4,0,3700.4,Invoice,completed
ORD000809,CUST01237,CAMP0052,2024-05-28,Professional Services,10,1678.17,16781.7,0,16781.7,Credit Card,completed
ORD000810,CUST00733,,2025-07-03,Growth Plan,2,2528.92,5057.84,5,4804.95,PayPal,completed
ORD000811,CUST00783,,2025-03-16,Professional Services,7,1444.62,10112.34,10,9101.11,ACH,completed
ORD000812,CUST00019,CAMP0022,2026-03-10,Professional Services,4,782.36,3129.44,0,3129.44,Credit Card,pending
ORD000813,CUST00883,,2025-01-01,Professional Services,6,2258.35,13550.1,15,11517.58,PayPal,completed
ORD000814,CUST00464,CAMP0030,2024-07-23,Add-on: API,6,2293.03,13758.18,0,13758.18,ACH,completed
ORD000815,CUST00575,CAMP0002,2026-03-28,Professional Services,10,1337.57,13375.7,0,13375.7,PayPal,completed
ORD000816,CUST00485,CAMP0086,2025-03-20,Pro Plan,2,1510.56,3021.12,5,2870.06,Invoice,completed
ORD000817,CUST00003,CAMP0011,2025-03-14,Add-on: API,10,2535.84,25358.4,20,20286.72,ACH,completed
ORD000818,CUST00832,CAMP0015,2026-02-02,Professional Services,1,1455.03,1455.03,10,1309.53,PayPal,completed
ORD000819,CUST01174,CAMP0061,2026-02-05,Pro Plan,9,677.35,6096.15,0,6096.15,ACH,completed
ORD000820,CUST00367,CAMP0083,2025-11-26,Pro Plan,8,1220.2,9761.6,0,9761.6,ACH,refunded
ORD000821,CUST00802,CAMP0045,2024-06-08,Pro Plan,10,2658.39,26583.9,0,26583.9,ACH,completed
ORD000822,CUST00210,CAMP0091,2025-10-08,Starter Plan,8,498.8,3990.4,10,3591.36,PayPal,completed
ORD000823,CUST00073,CAMP0078,2025-02-15,Growth Plan,7,1941.07,13587.49,20,10869.99,ACH,completed
ORD000824,CUST01358,,2024-10-26,Starter Plan,6,64.61,387.66,0,387.66,ACH,completed
ORD000825,CUST00278,CAMP0022,2025-09-23,Starter Plan,6,2297.65,13785.9,5,13096.6,Credit Card,completed
ORD000826,CUST01428,CAMP0102,2025-12-31,Pro Plan,5,1145.13,5725.65,0,5725.65,ACH,completed
ORD000827,CUST01474,,2024-06-26,Add-on: API,6,1788.35,10730.1,5,10193.59,PayPal,completed
ORD000828,CUST01224,CAMP0009,2025-07-27,Pro Plan,9,929.36,8364.24,5,7946.03,Credit Card,completed
ORD000829,CUST00015,CAMP0021,2025-08-15,Add-on: API,3,1496.36,4489.08,20,3591.26,Invoice,completed
ORD000830,CUST00912,,2026-03-30,Enterprise Plan,3,1247.44,3742.32,20,2993.86,Credit Card,completed
ORD000831,CUST00309,CAMP0106,2025-05-16,Add-on: API,3,2372.53,7117.59,20,5694.07,Credit Card,completed
ORD000832,CUST00625,,2024-07-23,Add-on: API,1,574.15,574.15,0,574.15,ACH,completed
ORD000833,CUST00459,,2026-01-18,Pro Plan,7,1274.8,8923.6,0,8923.6,ACH,completed
